prov_key,Table,Row Key,Evidence Class,Source Name,Source URL,Ranking Metric,Rank Value,Retrieved,Fetch
typefaces:lib-merriweather-merriweather-sans:2,typefaces,lib-merriweather-merriweather-sans,ranked,Google Fonts metadata API (popularity field),https://fonts.google.com/metadata/fonts,Google Fonts popularity rank (metadata/fonts popularity field) — family: Merriweather Sans,136,2026-09-23,fetched
typefaces:lib-merriweather-merriweather-sans:3,typefaces,lib-merriweather-merriweather-sans,authority,GitHub – SorkinType/Merriweather-Sans README,https://github.com/SorkinType/Merriweather-Sans,"Publisher-documented companion (""The Sans companion to the serifed Merriweather"")",,2026-09-23,fetched
typefaces:lib-nunito-nunito-sans:1,typefaces,lib-nunito-nunito-sans,ranked,Google Fonts metadata API (popularity field),https://fonts.google.com/metadata/fonts,Google Fonts popularity rank (metadata/fonts popularity field) — family: Nunito,24,2026-09-23,fetched
typefaces:lib-nunito-nunito-sans:2,typefaces,lib-nunito-nunito-sans,ranked,Google Fonts metadata API (popularity field),https://fonts.google.com/metadata/fonts,Google Fonts popularity rank (metadata/fonts popularity field) — family: Nunito Sans,26,2026-09-23,fetched
typefaces:lib-nunito-nunito-sans:3,typefaces,lib-nunito-nunito-sans,authority,Fonts In Use – Nunito Sans,https://fontsinuse.com/typefaces/85917/nunito-sans,"Publisher-documented companion (""A non-rounded version of Vernon Adams' Nunito, added by Jacques Le Bailly in 2017"")",,2026-09-23,fetched
typefaces:lib-dm-serif-display-dm-sans:1,typefaces,lib-dm-serif-display-dm-sans,ranked,Google Fonts metadata API (popularity field),https://fonts.google.com/metadata/fonts,Google Fonts popularity rank (metadata/fonts popularity field) — family: DM Serif Display,107,2026-09-23,fetched
typefaces:lib-dm-serif-display-dm-sans:2,typefaces,lib-dm-serif-display-dm-sans,ranked,Google Fonts metadata API (popularity field),https://fonts.google.com/metadata/fonts,Google Fonts popularity rank (metadata/fonts popularity field) — family: DM Sans,22,2026-09-23,fetched
typefaces:lib-dm-serif-display-dm-sans:3,typefaces,lib-dm-serif-display-dm-sans,authority,GitHub – googlefonts/dm-fonts README,https://github.com/googlefonts/dm-fonts,"Publisher-documented companion (""This repository contains for DM suite of fonts: Sans, Serif Text and Serif Display"")",,2026-09-23,fetched
typefaces:lib-alegreya-alegreya-sans:1,typefaces,lib-alegreya-alegreya-sans,ranked,Google Fonts metadata API (popularity field),https://fonts.google.com/metadata/fonts,Google Fonts popularity rank (metadata/fonts popularity field) — family: Alegreya,268,2026-09-23,fetched
typefaces:lib-alegreya-alegreya-sans:2,typefaces,lib-alegreya-alegreya-sans,ranked,Google Fonts metadata API (popularity field),https://fonts.google.com/metadata/fonts,Google Fonts popularity rank (metadata/fonts popularity field) — family: Alegreya Sans,187,2026-09-23,fetched
typefaces:lib-alegreya-alegreya-sans:3,typefaces,lib-alegreya-alegreya-sans,ranked,Typewolf – Alegreya,https://www.typewolf.com/alegreya,"Typewolf suggested pairing (editorial recommendation, ordinal not numeric)",,2026-09-23,fetched
typefaces:lib-fira-sans-fira-mono:1,typefaces,lib-fira-sans-fira-mono,ranked,Google Fonts metadata API (popularity field),https://fonts.google.com/metadata/fonts,Google Fonts popularity rank (metadata/fonts popularity field) — family: Fira Sans,62,2026-09-23,fetched
typefaces:lib-fira-sans-fira-mono:2,typefaces,lib-fira-sans-fira-mono,ranked,Google Fonts metadata API (popularity field),https://fonts.google.com/metadata/fonts,Google Fonts popularity rank (metadata/fonts popularity field) — family: Fira Mono,361,2026-09-23,fetched
typefaces:lib-fira-sans-fira-mono:3,typefaces,lib-fira-sans-fira-mono,authority,Wikipedia – Fira (typeface),https://en.wikipedia.org/wiki/Fira_(typeface),"Publisher-documented companion (""Fira Sans is accompanied by a monospaced variant called Fira Mono"")",,2026-09-23,fetched
typefaces:lib-libre-baskerville-libre-franklin:1,typefaces,lib-libre-baskerville-libre-franklin,ranked,Google Fonts metadata API (popularity field),https://fonts.google.com/metadata/fonts,Google Fonts popularity rank (metadata/fonts popularity field) — family: Libre Baskerville,67,2026-09-23,fetched
typefaces:lib-libre-baskerville-libre-franklin:2,typefaces,lib-libre-baskerville-libre-franklin,ranked,Google Fonts metadata API (popularity field),https://fonts.google.com/metadata/fonts,Google Fonts popularity rank (metadata/fonts popularity field) — family: Libre Franklin,80,2026-09-23,fetched
typefaces:lib-libre-baskerville-libre-franklin:3,typefaces,lib-libre-baskerville-libre-franklin,ranked,Typewolf – Libre Baskerville,https://www.typewolf.com/libre-baskerville,"Typewolf suggested pairing (""Suggested Font Pairing"" – Libre Baskerville + Libre Franklin)",,2026-09-23,fetched
typefaces:lib-eb-garamond-cabin:1,typefaces,lib-eb-garamond-cabin,ranked,Google Fonts metadata API (popularity field),https://fonts.google.com/metadata/fonts,Google Fonts popularity rank (metadata/fonts popularity field) — family: EB Garamond,84,2026-09-23,fetched
typefaces:lib-eb-garamond-cabin:2,typefaces,lib-eb-garamond-cabin,ranked,Google Fonts metadata API (popularity field),https://fonts.google.com/metadata/fonts,Google Fonts popularity rank (metadata/fonts popularity field) — family: Cabin,106,2026-09-23,fetched
typefaces:lib-eb-garamond-cabin:3,typefaces,lib-eb-garamond-cabin,ranked,Typewolf – EB Garamond,https://www.typewolf.com/eb-garamond,"Typewolf suggested pairing (""EB Garamond + Cabin"")",,2026-09-23,fetched
typefaces:lib-bitter-montserrat:1,typefaces,lib-bitter-montserrat,ranked,Google Fonts metadata API (popularity field),https://fonts.google.com/metadata/fonts,Google Fonts popularity rank (metadata/fonts popularity field) — family: Bitter,93,2026-09-23,fetched
typefaces:lib-bitter-montserrat:2,typefaces,lib-bitter-montserrat,ranked,Google Fonts metadata API (popularity field),https://fonts.google.com/metadata/fonts,Google Fonts popularity rank (metadata/fonts popularity field) — family: Montserrat,7,2026-09-23,fetched
typefaces:lib-bitter-montserrat:3,typefaces,lib-bitter-montserrat,ranked,Typewolf – Bitter,https://www.typewolf.com/bitter,"Typewolf suggested pairing (""Bitter + Montserrat"")",,2026-09-23,fetched
typefaces:lib-spectral-source-sans-3:1,typefaces,lib-spectral-source-sans-3,ranked,Google Fonts metadata API (popularity field),https://fonts.google.com/metadata/fonts,Google Fonts popularity rank (metadata/fonts popularity field) — family: Spectral,180,2026-09-23,fetched
typefaces:lib-spectral-source-sans-3:2,typefaces,lib-spectral-source-sans-3,ranked,Google Fonts metadata API (popularity field),https://fonts.google.com/metadata/fonts,Google Fonts popularity rank (metadata/fonts popularity field) — family: Source Sans 3,48,2026-09-23,fetched
typefaces:lib-spectral-source-sans-3:3,typefaces,lib-spectral-source-sans-3,ranked,Typewolf – Spectral,https://www.typewolf.com/spectral,"Typewolf suggested pairing (""Spectral + Source Sans Pro""; current Google Fonts family name is Source Sans 3, same design lineage)",,2026-09-23,fetched
typefaces:lib-vollkorn-montserrat:1,typefaces,lib-vollkorn-montserrat,ranked,Google Fonts metadata API (popularity field),https://fonts.google.com/metadata/fonts,Google Fonts popularity rank (metadata/fonts popularity field) — family: Vollkorn,212,2026-09-23,fetched
typefaces:lib-vollkorn-montserrat:2,typefaces,lib-vollkorn-montserrat,ranked,Google Fonts metadata API (popularity field),https://fonts.google.com/metadata/fonts,Google Fonts popularity rank (metadata/fonts popularity field) — family: Montserrat,7,2026-09-23,fetched
typefaces:lib-vollkorn-montserrat:3,typefaces,lib-vollkorn-montserrat,ranked,Typewolf – Vollkorn,https://www.typewolf.com/vollkorn,"Typewolf suggested pairing (""Vollkorn + Montserrat"")",,2026-09-23,fetched
typefaces:lib-archivo-narrow-merriweather:1,typefaces,lib-archivo-narrow-merriweather,ranked,Google Fonts metadata API (popularity field),https://fonts.google.com/metadata/fonts,Google Fonts popularity rank (metadata/fonts popularity field) — family: Archivo Narrow,175,2026-09-23,fetched
typefaces:lib-archivo-narrow-merriweather:2,typefaces,lib-archivo-narrow-merriweather,ranked,Google Fonts metadata API (popularity field),https://fonts.google.com/metadata/fonts,Google Fonts popularity rank (metadata/fonts popularity field) — family: Merriweather,33,2026-09-23,fetched
typefaces:lib-archivo-narrow-merriweather:3,typefaces,lib-archivo-narrow-merriweather,ranked,Typewolf – Archivo Narrow,https://www.typewolf.com/archivo-narrow,"Typewolf suggested pairing (""Archivo Narrow + Merriweather"")",,2026-09-23,fetched
